server_index,usage_count,usage_percentage
0,21.0,2.1169354838709675
4,26.0,2.620967741935484
8,1.0,0.10080645161290322
9,400.0,40.32258064516129
13,125.0,12.600806451612904
14,25.0,2.5201612903225805
17,162.0,16.33064516129032
18,81.0,8.16532258064516
19,9.0,0.9072580645161291
20,19.0,1.9153225806451613
21,4.0,0.4032258064516129
22,19.0,1.9153225806451613
27,49.0,4.939516129032258
28,51.0,5.141129032258065
