server_index,usage_count,usage_percentage
0,12.0,1.2036108324974923
9,213.0,21.36409227683049
11,197.0,19.7592778335005
12,122.0,12.236710130391174
13,297.0,29.789368104312942
16,3.0,0.3009027081243731
17,126.0,12.637913741223672
24,27.0,2.708124373119358
