server_index,usage_count,usage_percentage
0,6.0,0.6024096385542169
3,3.0,0.30120481927710846
4,26.0,2.610441767068273
7,257.0,25.803212851405622
9,68.0,6.827309236947792
11,136.0,13.654618473895583
13,3.0,0.30120481927710846
16,94.0,9.437751004016064
17,124.0,12.449799196787147
19,9.0,0.9036144578313252
20,33.0,3.313253012048193
21,9.0,0.9036144578313252
22,17.0,1.706827309236948
27,36.0,3.614457831325301
28,67.0,6.7269076305220885
29,108.0,10.843373493975903
