episode,communication_overhead,overhead_category
0,1.4016132712949554,High
1,0.6156741627669585,Low
2,1.8408252834229306,High
3,1.5160395642035143,High
4,0.3852627824425865,Low
5,1.3667303219004614,High
6,0.08026792509443138,Low
7,1.4316304962568966,High
8,1.1711542708242682,Low
9,0.9915170374060926,Low
10,0.28050540742782615,Low
11,0.8564088056632224,Low
12,2.3930077654614106,High
13,1.7045668544496673,High
14,1.2063616364709673,Low
15,1.6318692634927259,High
16,0.27562558563900175,Low
17,0.7958486654570857,Low
18,0.3358139825403631,Low
19,0.810147448610544,Low
20,2.4986006378441292,High
21,2.4004091388313933,High
22,2.502831574934625,High
23,0.2756169755696527,Low
24,1.606538288385238,High
25,0.7007349169560059,Low
26,2.502862261659029,High
27,0.38521794051450076,Low
28,1.9724511593603296,High
29,1.351503809616798,High
30,1.4659454313003584,High
31,0.9011550138201002,Low
32,2.498634064976053,High
33,1.336866651293143,High
34,0.7060707364966843,Low
35,0.99028003534075,Low
36,0.7210194721916872,Low
37,1.4615519485060702,High
38,2.131269696539511,High
39,1.3815341089168056,High
40,2.5130748359665964,High
41,1.1407659535457106,Low
42,2.2830106188378156,High
43,1.1659091040840988,Low
44,1.4061844404891715,High
45,0.4302403614320748,Low
46,1.4768559204869383,High
47,1.1659749125217322,Low
48,2.487336646016074,High
49,1.7418928485952077,High
50,0.7905902987484861,Low
51,1.4016132712949554,High
52,1.9273402303868012,High
53,1.828038102024156,High
54,1.4659460795157695,High
55,1.321884335390469,High
56,0.721465404316886,Low
57,1.3815366948389853,High
58,1.7414916911428204,High
59,0.711335353914152,Low
60,1.487553114789643,High
61,2.3916860320370756,High
62,1.3815631526175265,High
63,1.3412706910618892,High
64,0.7214884274565734,Low
65,2.458284366416847,High
66,0.9467418890273036,Low
67,0.9902892578673937,Low
68,1.5165952091433148,High
69,0.7113427826411302,Low
70,0.6461222533895208,Low
71,1.3856593603860028,High
72,1.0067126604106387,Low
73,0.35082791001564373,Low
74,1.4362524199886706,High
75,2.317833113854901,High
76,0.8953759916459568,Low
77,2.2829674504031074,High
78,0.7113657213068489,Low
79,0.746559368420997,Low
80,2.531804154262727,High
81,1.9118797580395772,High
82,2.258101021028365,High
83,1.336861309324202,High
84,1.051228598917656,Low
85,1.606558268384786,High
86,1.1060753199031494,Low
87,1.011630372152731,Low
88,1.7612663209536426,High
89,2.5131604797362628,High
90,1.7613411683630769,High
91,1.5472175189480928,High
92,0.09017720322287842,Low
93,1.5316454249768372,High
94,0.7958654088447696,Low
95,1.9118788043993171,High
96,0.4658876239793637,Low
97,0.3103168832297209,Low
98,0.7905894278676913,Low
99,1.1867705376249607,Low
100,0.27561327713535616,Low
101,1.46593983352574,High
102,1.4016132712949554,High
103,1.4425184430535278,High
104,1.516629363855545,High
105,1.5317153011874272,High
106,1.140744208744055,Low
107,1.442516368009113,High
108,2.187458545585322,High
109,0.08027146886495089,Low
110,1.3719695338102016,High
111,1.3857385149414414,High
112,0.18529126025946036,Low
113,1.9827317270252416,High
114,2.498600637844129,High
115,2.4271906026631673,High
116,1.7125077324247684,High
117,2.1179354283794227,High
118,1.71251125963233,High
119,2.1724579327232645,High
120,1.997147119105497,High
121,0.5206656049699795,Low
122,0.5660173854589132,Low
123,2.4724527621364722,High
124,0.33579430943292377,Low
125,0.6358061767798361,Low
126,0.9905780953874204,Low
127,0.9014790268271147,Low
128,1.3667352578089491,High
129,0.7007253321627573,Low
130,1.9971340667204918,High
131,0.7806981138822954,Low
132,1.9826963190916114,High
133,0.2956089661675644,Low
134,2.5131808312043677,High
135,2.347760600080655,High
136,0.4302403614320748,Low
137,1.6462845109036084,High
138,1.3515081220597,High
139,0.9015735034467112,Low
140,0.335807552110106,Low
141,0.8101394142869331,Low
142,0.6156695214477705,Low
143,0.500655865898594,Low
144,0.45080235227260657,Low
145,2.3685767003412126,High
146,1.516579096670785,High
147,1.972472727823545,High
148,0.9662807633291853,Low
149,0.06556518601931115,Low
150,1.0512082619005219,Low
151,1.381550241464004,High
152,0.33579430943292377,Low
153,1.1867192319621933,Low
154,1.4875333655014498,High
155,1.9118658421156107,High
156,1.7045295058464767,High
157,0.3256261116772168,Low
158,1.7106105454729403,High
159,2.5081030494702694,High
160,0.7160171543196863,Low
161,0.1755798481621295,Low
162,2.1313010505292573,High
163,1.0116097002158229,Low
164,2.458280510144205,High
165,1.1804126631809067,Low
166,1.9273242596719946,High
167,2.477023495548909,High
168,0.36567289924317303,Low
169,1.3413302782026713,High
170,0.6358061767798361,Low
171,0.14072969952797051,Low
172,2.258126440156836,High
173,0.9011352938210797,Low
174,1.5165579198710997,High
175,1.406124229702828,High
176,1.4615608090165564,High
177,0.5956339196461159,Low
178,1.3856593603860028,High
179,1.385659360386003,High
180,1.696671105393996,High
181,0.06556819935328059,Low
182,0.3358155793753935,Low
183,0.3058370652575324,Low
184,0.0302149076051593,Low
185,0.17037065959801892,Low
186,0.9662667272775731,Low
187,1.711470059492569,High
188,0.5206630902821773,Low
189,0.1755767974522504,Low
190,2.502862720368231,High
191,2.477357790077915,High
192,1.8281500092966525,High
193,1.1667332053962143,Low
194,0.06556657977014621,Low
195,2.5730495756949905,High
196,0.500655865898594,Low
197,1.1063766700891313,Low
198,1.3864673479441427,High
199,1.1463635765674454,Low
