server,communication_overhead
Server1,0.4810287515603149
Server1,1.9864092347766766
Server1,0.5560775835973927
Server1,1.726268297986175
Server1,0.5559322692742918
Server1,1.0365919755548536
Server1,1.666281417724792
Server1,2.3463262078565124
Server1,2.2724504236774563
Server1,1.565771500062681
Server1,0.20040261627504755
Server1,1.1809929844276592
Server1,2.4284704312921677
Server1,0.8965845367272199
Server1,1.4066346027444763
Server1,2.2306392183671644
Server1,1.6722982711269359
Server1,1.315475307490955
Server1,0.28048083386729566
Server1,0.5254178331759214
Server1,1.141424963780818
Server1,0.4161920128742544
Server1,1.7472065440887758
Server1,0.876159048310279
Server1,0.7410208066151976
Server1,1.3154890648993103
Server1,1.8869475910388833
Server1,1.1452344947388302
Server1,1.4263331926087668
Server1,1.0706064453008874
Server1,0.11039026944932488
Server1,2.548505013856675
Server1,1.5069749571849722
Server1,0.08049765659841691
Server1,0.09033113636535445
Server1,1.2060515314613949
Server1,0.7704379612372947
Server1,2.268126293920506
Server1,0.06565610260795544
Server1,2.187252973611843
Server1,0.405728417559498
Server1,1.6720567592157207
Server1,0.8360188831640041
Server1,1.8469913873122528
Server1,0.5653645421437168
Server1,1.1969405386132694
Server1,1.4308845362768843
Server1,1.351808984340372
Server1,0.13524210099880696
Server1,2.170453899753312
Server1,0.9610434913386882
Server1,0.9610662717253313
Server1,1.9264338668307919
Server1,0.08034750609005509
Server1,1.726285599660194
Server1,0.6815099841835459
Server1,0.6057694200021381
Server1,0.2456990499161597
Server1,1.9062662912314479
Server1,2.061966375893914
Server1,2.331875123442563
Server1,1.8357030605958011
Server1,1.2471876891011326
Server1,1.6316351639259905
Server1,0.21026358744736467
Server1,0.7807180038146045
Server1,0.4452589755287162
Server1,0.6154157049748545
Server1,1.7015667355833997
Server1,2.2623233388715875
Server1,1.0008628727124524
Server1,2.1872493643848383
Server1,1.4969869553174546
Server1,1.5862461167729789
Server1,1.0865672173102745
Server1,1.135956402973767
Server1,1.590873419345647
Server1,0.2157372292773995
Server1,1.5319177006212856
Server1,2.0562712399189014
Server1,1.3008531611256504
Server1,1.530494606017682
Server1,1.5667075650274433
Server1,0.7362756769775474
Server1,1.171247849516105
Server1,0.1352438500440018
Server1,0.721038014420848
Server1,1.565840444770788
Server1,1.135956402973767
Server1,0.010187846490748241
Server1,0.8109689128205684
Server1,0.8411409945813979
Server1,0.9762952292502916
Server1,1.9744492236973656
Server1,2.133272823114152
Server1,1.6021586494269562
Server1,1.9864092347766766
Server1,2.381378642919155
Server1,1.902335948555156
Server1,0.3857039263701072
Server1,0.3105867896157082
Server1,2.0763924939588283
Server1,1.8574908718844094
Server1,2.310586116350523
Server1,1.9103690254786703
Server1,0.27522020788390045
Server1,0.4161920128742544
Server1,1.7823066138955828
Server1,1.792070579966019
Server1,1.1008555538274694
Server1,1.2205783973874629
Server1,0.5954163557543406
