server,episode,communication_overhead
Server1,88,1.135956402973767
Server1,89,0.010187846490748241
Server1,90,0.8109689128205684
Server1,91,0.8411409945813979
Server1,92,0.9762952292502916
Server1,93,1.9744492236973656
Server1,94,2.133272823114152
Server1,95,1.6021586494269562
Server1,96,1.9864092347766766
Server1,97,2.381378642919155
Server1,98,1.902335948555156
Server1,99,0.3857039263701072
Server1,100,0.3105867896157082
Server1,101,2.0763924939588283
Server1,102,1.8574908718844094
Server1,103,2.310586116350523
Server1,104,1.9103690254786703
Server1,105,0.27522020788390045
Server1,106,0.4161920128742544
Server1,107,1.7823066138955828
Server1,108,1.792070579966019
Server1,109,1.1008555538274694
Server1,110,1.2205783973874629
Server1,111,0.5954163557543406
Server1,112,0.23044254380588308
Server1,113,2.236661097891225
Server1,114,1.2008806846768532
Server1,115,0.5203978082225378
Server1,116,1.8317000840132394
Server1,117,2.103263947394929
Server1,118,0.24570305833669015
Server1,119,1.4157993677396186
Server1,120,2.548504772204339
Server1,121,2.3260438327970117
Server1,122,1.5310186886331838
Server1,123,1.2471787292222474
Server1,124,2.257360367726932
Server1,125,2.0171468401577206
Server1,126,0.19044759392254942
Server1,127,1.1815108261170688
Server1,128,1.3256233293089859
Server1,129,0.8965845367272199
Server1,130,0.9110507009690305
Server1,131,0.3753218030717943
Server1,132,0.18060296689333624
Server1,133,0.5604995670573447
Server1,134,1.5764864659333366
Server1,135,1.9857462479101256
Server1,136,1.4157698669948404
Server1,137,2.3968373966020438
Server1,138,1.3767085129793362
Server1,139,2.422365818169128
Server1,140,2.3622465609131083
Server1,141,0.9063122939999034
Server1,142,0.5954205429011423
Server1,143,1.6561955385137503
Server1,144,1.2267874020755252
Server1,145,1.4010490435482397
Server1,146,1.40202410582516
Server1,147,0.8661377435114201
Server1,148,1.465671546686933
Server1,149,0.6808199686249361
Server1,150,2.565945948899329
Server1,151,1.4870556741333156
Server1,152,1.101775729532727
Server1,153,2.1563304007825335
Server1,154,1.6062899294450967
Server1,155,0.9612457861488749
Server1,156,1.211095442608135
Server1,157,0.7004724888722037
Server1,158,1.3824917846660958
Server1,159,1.0008628727124524
Server1,160,0.09538296751615347
Server1,161,2.356633176271151
Server1,162,1.9015255447357533
Server1,163,2.341723857329629
Server1,164,1.8928159298792702
Server1,165,0.14532643503019815
Server1,166,1.8818457059785392
Server1,167,0.8163761091528806
Server1,168,0.32521481242868633
Server1,169,0.20040553342898526
Server1,170,2.0562924851332323
Server1,171,1.8079987165000897
Server1,172,1.5414116058568919
Server1,173,0.010417623742909091
Server1,174,1.5159496919903253
Server1,175,0.7410296411358067
Server1,176,1.1861691222548985
Server1,177,1.9015549043056237
Server1,178,0.26032380823221524
Server1,179,0.23050955538521628
Server1,180,0.4902800954367801
Server1,181,2.2119205666124913
Server1,182,0.8254498739463902
Server1,183,2.1069403195488294
Server1,184,2.421223882585919
Server1,185,0.7362829646885817
Server1,186,0.39564582636567225
Server1,187,0.11562070654356292
Server1,188,2.0769902216849063
Server1,189,1.7855705816140326
Server1,190,0.08536928704201274
Server1,191,2.057573729783716
Server1,192,1.8769449490861339
Server1,193,0.7004724888722037
Server1,194,2.5226158515598227
Server1,195,0.6003720209302663
Server1,196,0.690690288888304
Server1,197,2.346357318425301
Server1,198,1.4065966245336157
Server1,199,1.5166978820160344
Server2,0,0.3103093140658104
Server2,1,1.6559478512033505
Server2,2,1.7920296454229643
Server2,3,2.282200401025747
Server2,4,1.9763392432012714
Server2,5,1.8080885028413496
Server2,6,1.710504146659732
Server2,7,2.2662621880915346
Server2,8,1.570847347716148
Server2,9,0.30539608338183244
Server2,10,1.0865633943571236
Server2,11,1.1064097207487469
Server2,12,2.4284217576122304
Server2,13,0.7309432506093475
Server2,14,1.1813373069244923
Server2,15,1.1064657406011733
Server2,16,1.7753012108384991
Server2,17,0.6156028616410076
Server2,18,1.8509324616498057
Server2,19,0.9509610395980963
Server2,20,1.9922930168201132
Server2,21,1.8675909063969627
Server2,22,1.07056372827771
Server2,23,0.0601789243357053
Server2,24,1.100872158265706
Server2,25,1.8965465420291228
Server2,26,1.1608778117957963
Server2,27,1.5114716130454602
Server2,28,2.0823478344674724
Server2,29,1.5909750260796367
Server2,30,1.9058903398030234
Server2,31,1.562288800787884
Server2,32,2.106937902946682
Server2,33,1.8363373968913548
Server2,34,0.37520172910216376
Server2,35,0.8804245338815776
Server2,36,2.5610871469859844
Server2,37,2.15666194177275
Server2,38,1.226676294583482
Server2,39,0.9265648411929012
Server2,40,0.7309380727086939
Server2,41,0.26059735181820143
Server2,42,0.6259434359376795
Server2,43,1.7408768385505127
Server2,44,0.900813117016829
Server2,45,2.117927699727164
Server2,46,1.4021002242917047
Server2,47,1.7822635334274488
Server2,48,1.5622676585188127
Server2,49,0.2953390257120478
Server2,50,0.8410897555444008
Server2,51,1.0655524070606057
Server2,52,2.4172950698032873
Server2,53,2.076403359946814
Server2,54,0.4108016126570727
Server2,55,0.2758132283706164
Server2,56,1.2009243984451063
Server2,57,1.8870864209839406
Server2,58,0.40572051148628874
Server2,59,0.6906771919420608
Server2,60,1.3509970119529022
Server2,61,0.5764230360435942
Server2,62,0.3306143874986267
Server2,63,1.530466811857586
Server2,64,0.49615044171893224
Server2,65,0.33032092112710165
Server2,66,1.3154163077077459
Server2,67,1.9956326265911946
Server2,68,0.15546740904363093
Server2,69,2.2372539811359977
Server2,70,1.1764038184255112
Server2,71,1.5362115914077574
Server2,72,1.4908301591289912
Server2,73,1.1816610173151583
Server2,74,0.13044849712523118
Server2,75,1.5615275693672654
Server2,76,0.706353877453504
Server2,77,1.1514398736443985
Server2,78,1.576349505734001
Server2,79,0.19063527954295748
Server2,80,2.5058212473132384
Server2,81,1.9616908460155449
Server2,82,0.9811301709332907
Server2,83,0.36022789762101587
Server2,84,2.3621233345566814
Server2,85,2.5428679122275777
Server2,86,1.525693064681302
Server2,87,1.2313361816078965
Server2,88,2.3866761280750888
Server2,89,0.971226828886594
Server2,90,1.8871059644351709
Server2,91,2.0262876072463425
Server2,92,0.08039677581794447
Server2,93,0.3903062963950924
Server2,94,1.3965271697848793
Server2,95,1.1558911016047717
Server2,96,1.38250014972573
Server2,97,0.3354840134865047
Server2,98,0.13526985482508913
Server2,99,1.8963957379634078
Server2,100,2.170261124523849
Server2,101,0.9210688104282316
Server2,102,0.24046377554972467
Server2,103,2.0503964293299677
Server2,104,1.8763545485815165
Server2,105,1.3155828931753184
Server2,106,1.5113546451478919
Server2,107,1.1558726233832726
Server2,108,0.325296423539265
Server2,109,1.830813833623921
Server2,110,0.6460307720885334
Server2,111,0.4202993588453594
Server2,112,0.11057806093065423
Server2,113,2.220491708078447
Server2,114,0.25540235589975424
Server2,115,1.8894245637400913
Server2,116,0.26534462047539353
Server2,117,0.6761890435011558
Server2,118,1.1764034302383874
Server2,119,1.4968607043848947
Server2,120,0.11020234612551266
Server2,121,2.2305993698026296
Server2,122,1.1359429184499468
Server2,123,0.4909448920951568
Server2,124,1.9816443375098183
Server2,125,1.0261655257281819
Server2,126,0.2054566076651073
Server2,127,0.060418492116139075
Server2,128,0.7256665584107153
Server2,129,2.4068378835416926
Server2,130,2.3719644561711024
Server2,131,0.5607854735302082
Server2,132,1.9006731630101765
Server2,133,1.1571348702846171
Server2,134,2.4126279358683878
Server2,135,2.3231436720208847
Server2,136,0.3055641696023734
Server2,137,2.1069426554248407
Server2,138,0.035099857289496994
Server2,139,0.7310018825735483
Server2,140,2.4609361817171505
Server2,141,2.205942204500133
Server2,142,1.3822327977125133
Server2,143,2.2366376872873186
Server2,144,1.5819272165680758
Server2,145,0.8808128067823169
Server2,146,1.1115863512054083
Server2,147,0.07545361531247169
Server2,148,1.6962666341922286
Server2,149,1.9018874333051432
Server2,150,1.9465264002514746
Server2,151,0.7859511082666328
Server2,152,2.2366158143930814
Server2,153,0.9062319009846425
Server2,154,0.1255237565162219
Server2,155,1.671634131884152
Server2,156,0.7962587640847476
Server2,157,1.8965016738432483
Server2,158,1.5304491166229053
Server2,159,0.5710087915418156
Server2,160,1.6262026963804659
Server2,161,1.315415141527904
Server2,162,2.542858983179814
Server2,163,0.28547448771814843
Server2,164,2.441353177073423
Server2,165,0.26059735181820143
Server2,166,1.602171368372534
Server2,167,0.8955357371806392
Server2,168,1.161607459350993
Server2,169,0.015302475885917025
Server2,170,1.5256331677978738
Server2,171,0.21577167363482103
Server2,172,0.8653939090551812
Server2,173,0.7610208543438983
Server2,174,2.2623310557954843
Server2,175,0.010149818859220503
Server2,176,0.015451704300294888
Server2,177,1.9763516333708562
Server2,178,0.04059167178558451
Server2,179,1.1862173629019253
Server2,180,2.4126279358683878
Server2,181,1.8357456738922222
Server2,182,1.2009243984451063
Server2,183,0.841072978075756
Server2,184,2.2979133820243414
Server2,185,0.8801777769548547
Server2,186,1.426136612961532
Server2,187,1.4308658128791523
Server2,188,0.9205161670166668
Server2,189,0.1101884731906868
Server2,190,1.1763947937009247
Server2,191,0.7554355923696753
Server2,192,2.117242992903047
Server2,193,0.8356409754894609
Server2,194,0.8512221011949203
Server2,195,0.2555415535376539
Server2,196,0.1957088638298472
Server2,197,1.5156725291773356
Server2,198,0.23046059983178402
Server2,199,0.9759933644999962
Server3,0,1.8275374809559588
Server3,1,0.9904524940586863
Server3,2,0.9361410177336817
Server3,3,1.56585501533381
Server3,4,1.3965246400122766
Server3,5,2.262934344871916
Server3,6,0.5907762273810786
Server3,7,1.196339517084962
Server3,8,2.3962773146863743
Server3,9,1.1518567536760116
Server3,10,1.8116744066350008
Server3,11,1.2266959750424102
Server3,12,0.9309244918222612
Server3,13,0.46567557982010976
Server3,14,0.32563595590160416
Server3,15,0.9610637686682346
Server3,16,2.151932477114993
Server3,17,0.3105277482485561
Server3,18,0.3603122067944422
Server3,19,1.7471976948422663
Server3,20,0.4506598337013466
Server3,21,0.806412274337486
Server3,22,1.1359159658360958
Server3,23,2.1706282912100328
Server3,24,1.77194616312226
Server3,25,0.9613476059822983
Server3,26,0.7364585030078794
Server3,27,1.8767262546143189
Server3,28,0.8705064786704872
Server3,29,0.4557236136036576
Server3,30,0.8410862163420945
Server3,31,2.3717692261743513
Server3,32,0.9210017248113147
Server3,33,2.0569513135382707
Server3,34,2.282075142666508
Server3,35,0.6156630634436047
Server3,36,1.9805619918287491
Server3,37,0.8356686296689992
Server3,38,1.8971135096929554
Server3,39,0.24571139289585048
Server3,40,2.071114280490275
Server3,41,2.271470152749463
Server3,42,2.066474291381625
Server3,43,2.417334913950613
Server3,44,1.101564617467126
Server3,45,1.3013327348951576
Server3,46,1.5764197123285175
Server3,47,0.2852367165872314
Server3,48,1.3013327348951576
Server3,49,1.185341064283485
Server3,50,1.8316110053845676
Server3,51,0.7607240018870163
Server3,52,0.2553745711130062
Server3,53,1.1661801891348171
Server3,54,0.8461827424655403
Server3,55,2.0857128399099882
Server3,56,2.0171521855344543
Server3,57,0.04035428442317659
Server3,58,1.1661801891348171
Server3,59,2.280833815776323
Server3,60,1.8362502849787274
Server3,61,2.1910008058088373
Server3,62,0.8257367552064399
Server3,63,0.155202031208651
Server3,64,0.230469196360637
Server3,65,1.6558980156156766
Server3,66,1.6515093336098166
Server3,67,1.5355992921777324
Server3,68,2.1704214514446862
Server3,69,1.2304624344093944
Server3,70,2.4316350472624473
Server3,71,0.3105277482485561
Server3,72,0.2854708632950908
Server3,73,0.6002104092985978
Server3,74,1.9461801268454413
Server3,75,0.7609977672611997
Server3,76,0.870515934658045
Server3,77,1.4464835410021935
Server3,78,1.93643073430463
Server3,79,1.96182832830069
Server3,80,2.1757003732609648
Server3,81,2.346416223469164
Server3,82,0.03510883455779311
Server3,83,2.042242594584976
Server3,84,2.4067188069634344
Server3,85,0.10552039251731749
Server3,86,1.1565866482249632
Server3,87,0.6361246578043267
Server3,88,0.41573484561511687
Server3,89,0.24057830300652205
Server3,90,0.2154965754863079
Server3,91,1.711637539027796
Server3,92,0.6602584762079167
Server3,93,0.5655090008215505
Server3,94,2.2725779546121485
Server3,95,1.2304624344093944
Server3,96,1.6515167516750553
Server3,97,1.9022911421583024
Server3,98,1.3319950588558385
Server3,99,1.0306811491989973
Server3,100,2.0263273798453705
Server3,101,1.9857306617587398
Server3,102,0.37599156059350347
Server3,103,1.1515095621853586
Server3,104,0.15518818653129884
Server3,105,2.4126092184528236
Server3,106,1.2362772773956283
Server3,107,2.4315019727461737
Server3,108,1.301623108758879
Server3,109,1.9956521806564766
Server3,110,2.2517151940026072
Server3,111,1.9022911421583024
Server3,112,1.966046452228428
Server3,113,0.4909784863153653
Server3,114,0.48108263933820644
Server3,115,0.2606068674444617
Server3,116,2.2305671656977877
Server3,117,0.7911337299293294
Server3,118,0.8203591955565332
Server3,119,1.1515095621853586
Server3,120,2.357127747824377
Server3,121,2.0220747868615225
Server3,122,0.0903547581834286
Server3,123,0.896632733844902
Server3,124,1.1760676793811684
Server3,125,2.21609511123999
Server3,126,1.7719013211676429
Server3,127,1.4465238412309753
Server3,128,0.17005499044758537
Server3,129,0.410838992019408
Server3,130,0.8515400426887003
Server3,131,0.5411126315182858
Server3,132,2.262396279054841
Server3,133,1.9816294514194008
Server3,134,0.6913255654747895
Server3,135,0.8912513023706129
Server3,136,1.1963527013001967
Server3,137,1.926402710318063
Server3,138,1.9312335699042658
Server3,139,1.4870208071954314
Server3,140,0.7910709464643159
Server3,141,0.9920710623752755
Server3,142,2.2431842610585533
Server3,143,0.9910602574828435
Server3,144,0.7910709464643159
Server3,145,1.9312335699042658
Server3,146,1.65519832783931
Server3,147,2.4565403513883792
Server3,148,1.0606586027655518
Server3,149,1.1718843298027337
Server3,150,0.3254507967870559
Server3,151,0.8360755546383747
Server3,152,0.8010173855377744
Server3,153,1.346643951381351
Server3,154,0.5558976985104688
Server3,155,1.5473767863650278
Server3,156,1.6667395385947033
Server3,157,2.5066382125182787
Server3,158,1.3416694169790624
Server3,159,0.9920710623752755
Server3,160,0.6010060945275828
Server3,161,1.3504545403654333
Server3,162,1.0712645358047896
Server3,163,0.13037130989665022
Server3,164,1.9921899205451636
Server3,165,0.9910602574828435
Server3,166,1.6157000834572282
Server3,167,1.551067183383439
Server3,168,0.44044394274475673
Server3,169,0.6812518572461006
Server3,170,0.6808497562935228
Server3,171,1.8009208332231048
Server3,172,0.8005108949360417
Server3,173,0.540714738514667
Server3,174,0.14531831531876194
Server3,175,2.262934344871916
Server3,176,1.3811238113218833
Server3,177,2.5476743752488153
Server3,178,2.086592903045076
Server3,179,1.3517624301137652
Server3,180,2.217166914242871
Server3,181,1.5256246376920912
Server3,182,1.2111072862369996
Server3,183,0.7751017660141352
Server3,184,0.9314654090160372
Server3,185,1.0458540202775617
Server3,186,2.047242679442938
Server3,187,1.3105768249327199
Server3,188,1.3157194311291307
Server3,189,0.9860796111598968
Server3,190,2.5113244765417373
Server3,191,2.5127471693924983
Server3,192,0.8164020922364071
Server3,193,1.7220276271500214
Server3,194,0.6906552214811147
Server3,195,1.2363042361305714
Server3,196,1.7276771271873257
Server3,197,2.0220747868615225
Server3,198,0.8011578040984647
Server3,199,1.5568924703707252
