response_time,reward
0.0337834358215332,29.820622123041705
0.03253769874572754,32.10076850646892
0.03175473213195801,31.926930095798333
0.03642630577087402,32.34592745066878
0.036626338958740234,33.35571884312975
0.03746604919433594,32.99047447081391
0.03165316581726074,32.579010449451616
0.03473997116088867,26.124888267464485
0.03305864334106445,31.80558520380238
0.027355194091796875,32.20696536652952
0.030991554260253906,33.13476235862094
0.03192710876464844,34.346076304873904
0.03625011444091797,32.567717664379224
0.028972148895263672,32.35610153817868
0.02770686149597168,32.01028213172974
0.03177356719970703,34.09748001722759
0.03131914138793945,32.58620548514828
0.036745309829711914,32.906959084342986
0.04172563552856445,33.61705548790094
0.027429819107055664,33.59483925164117
0.028714418411254883,30.36538277502127
0.037165164947509766,34.15263751192407
0.028966903686523438,33.14595730058043
0.04244184494018555,33.74218613492929
0.03563070297241211,33.82906512812474
0.03514909744262695,25.543321783204973
0.04040050506591797,34.572944524462784
0.036127567291259766,32.08361483119865
0.04055023193359375,27.86854748604817
0.03778481483459473,32.75857213607993
0.035935401916503906,32.21063334285863
0.031495094299316406,33.03766218627291
0.03675699234008789,31.078105547907576
0.029484272003173828,31.762326308560084
0.03758358955383301,33.53031228529171
0.04036235809326172,33.74517113968041
0.03234720230102539,30.241094136860852
0.037972450256347656,30.894035966120274
0.04161477088928223,34.59066679713145
0.03834676742553711,34.36677650370656
0.02698040008544922,32.43218568097479
0.022725820541381836,30.784978426617265
0.023593664169311523,29.431617434024652
0.031641244888305664,33.37543011234167
0.03182864189147949,33.26370385291198
0.040604591369628906,33.338371568326686
0.03594470024108887,34.77386792173413
0.03191947937011719,18.852526036177025
0.033112287521362305,33.27294421782326
0.026924848556518555,31.09949325734979
0.03220677375793457,34.32586857175637
0.028529644012451172,32.61784543990232
0.0366063117980957,33.3850647692055
0.029253721237182617,27.700201600995282
0.029787778854370117,32.373413892416394
0.03633856773376465,33.141530566815284
0.033186912536621094,34.12914049184564
0.0307314395904541,31.4511155261999
0.0396113395690918,34.5881670006656
0.029721498489379883,32.255978022885344
0.037947654724121094,33.99205416582624
0.025041580200195312,31.46176276307431
0.03207850456237793,32.785924584755804
0.031165599822998047,32.59593485198594
0.0360715389251709,33.179259768074715
0.023569822311401367,33.48881286102308
0.040029287338256836,34.317785821951986
